PropertyID,Region,PropertyType,SizeSqm,Bedrooms,Bathrooms,YearBuilt,PropertyAge,HasGarage,HasPool,SecurityLevel,ProximityToAmenities_km,SalePrice,MonthlyRental,PricePerSqm,GrossRentalYield,NetROI,SaleDate
PROP-01660,Cape Town CBD,Townhouse,115.8,4.0,3,2002.0,22.0,1,0,2,1.17,2736000.0,14600.0,23626.94,6.4,-4.4,2022-07-22
PROP-00527,Bloemfontein,House,292.5,5.0,4,1994.0,30.0,0,1,1,1.43,2046000.0,11300.0,6994.87,6.63,-4.17,2019-11-13
PROP-00446,Fourways,Apartment,86.4,2.0,1,1978.0,46.0,0,0,1,1.98,1013000.0,6100.0,11724.54,7.23,-3.57,2022-07-27
PROP-00917,Waterfront,Apartment,89.3,1.0,1,1995.0,29.0,0,0,1,1.96,3216000.0,19100.0,36013.44,7.13,-3.67,2020-05-03
PROP-01341,Durban North,Commercial,405.7,2.0,1,1992.0,32.0,0,0,3,4.86,4731000.0,23100.0,11661.33,5.86,-4.94,2020-10-06
PROP-00597,Midrand,House,297.0,3.0,2,1990.0,34.0,0,0,1,0.22,3266000.0,13300.0,10996.63,4.89,-5.91,2020-07-27
PROP-00922,Waterfront,Apartment,147.3,1.0,1,1970.0,54.0,0,0,2,2.42,4077000.0,22400.0,27678.21,6.59,-4.21,2023-06-18
PROP-01537,Fourways,Townhouse,190.9,3.0,2,1998.0,26.0,1,0,3,4.38,2430000.0,14400.0,12729.18,7.11,-3.69,2020-02-22
PROP-01971,Port Elizabeth,Duplex,186.1,3.0,2,1983.0,41.0,1,0,3,0.72,1970000.0,7400.0,10585.71,4.51,-6.29,2021-08-04
PROP-00416,Soweto,Duplex,247.0,3.0,2,2008.0,16.0,0,0,1,3.12,1273000.0,7400.0,5153.85,6.98,-3.82,2020-10-27
PROP-00274,Rosebank,House,214.7,4.0,3,1997.0,27.0,1,0,2,2.64,4688000.0,22900.0,21835.12,5.86,-4.94,2021-12-18
PROP-01308,Port Elizabeth,House,214.1,6.0,3,2023.0,1.0,1,0,2,0.17,2306000.0,12000.0,10770.67,6.24,-4.56,2020-09-22
PROP-01977,Bloemfontein,Commercial,338.2,1.0,1,1990.0,34.0,1,0,2,0.31,2760000.0,13600.0,8160.85,5.91,-4.89,2020-01-17
PROP-01468,Midrand,Duplex,165.8,4.0,2,2021.0,3.0,0,1,2,0.32,2336000.0,9100.0,14089.26,4.67,-6.13,2022-10-23
PROP-00251,Midrand,Townhouse,96.6,3.0,2,2016.0,8.0,1,0,1,3.75,958000.0,5900.0,9917.18,7.39,-3.41,2022-03-15
PROP-00414,Sandton,House,236.3,2.0,1,1990.0,34.0,0,0,2,1.31,5090000.0,24500.0,21540.41,5.78,-5.02,2024-01-04
PROP-01209,Fourways,Duplex,234.5,3.0,2,1995.0,29.0,1,0,3,4.69,3312000.0,12100.0,14123.67,4.38,-6.42,2020-11-15
PROP-01319,Cape Town CBD,Townhouse,162.3,3.0,2,2004.0,20.0,0,0,2,0.7,2743000.0,17200.0,16900.8,7.52,-3.28,2019-08-07
PROP-00594,Midrand,Apartment,105.6,3.0,2,2007.0,17.0,0,0,2,0.76,996000.0,7200.0,9431.82,8.67,-2.13,2021-11-17
PROP-00311,Port Elizabeth,Apartment,125.0,3.0,2,2013.0,11.0,0,0,1,3.01,909000.0,5600.0,7272.0,7.39,-3.41,2020-01-19
PROP-01943,Midrand,House,205.5,2.0,2,2021.0,3.0,1,0,3,1.03,2981000.0,10900.0,14506.08,4.39,-6.41,2022-10-02
PROP-00382,Khayelitsha,House,226.2,5.0,3,1978.0,46.0,1,0,1,4.71,586000.0,5200.0,2590.63,10.65,-0.15,2020-08-16
PROP-01622,Soweto,Apartment,167.1,0.0,1,2002.0,22.0,0,0,2,0.59,614000.0,4400.0,3674.45,8.6,-2.2,2021-09-05
PROP-00426,Pretoria East,House,274.6,3.0,2,2010.0,14.0,1,1,3,3.4,3406000.0,14000.0,12403.5,4.93,-5.87,2023-08-20
PROP-01895,Bloemfontein,Townhouse,142.7,2.0,2,2020.0,4.0,1,0,3,4.77,1075000.0,6300.0,7533.29,7.03,-3.77,2024-04-01
PROP-00536,Midrand,Apartment,145.1,2.0,1,1995.0,29.0,0,0,2,3.14,999000.0,5600.0,6884.91,6.73,-4.07,2019-07-02
PROP-00760,Bloemfontein,Duplex,207.6,2.0,1,1996.0,28.0,1,0,2,1.59,1270000.0,6100.0,6117.53,5.76,-5.04,2021-02-19
PROP-01510,Soweto,House,426.5,4.0,2,2001.0,23.0,1,0,3,0.93,2634000.0,13200.0,6175.85,6.01,-4.79,2021-05-19
PROP-01886,Stellenbosch,House,181.6,5.0,4,2019.0,5.0,1,0,2,1.3,4663000.0,19700.0,25677.31,5.07,-5.73,2021-08-18
PROP-00409,Waterfront,House,300.1,3.0,2,2014.0,10.0,1,0,2,2.1,13324000.0,60300.0,44398.53,5.43,-5.37,2024-01-27
PROP-01629,Durban North,Townhouse,168.0,3.0,2,1999.0,25.0,0,0,3,3.45,1866000.0,8800.0,11107.14,5.66,-5.14,2021-12-02
PROP-01829,Menlyn,House,204.5,3.0,2,2014.0,10.0,0,0,1,2.7,2592000.0,14200.0,12674.82,6.57,-4.23,2019-07-28
PROP-01788,Khayelitsha,Apartment,116.6,2.0,1,2019.0,5.0,0,0,3,1.48,411000.0,2900.0,3524.87,8.47,-2.33,2021-09-29
PROP-00553,Midrand,House,263.8,4.0,2,2010.0,14.0,1,0,2,1.28,3095000.0,14400.0,11732.37,5.58,-5.22,2023-03-23
PROP-01014,Stellenbosch,House,287.2,3.0,2,2012.0,12.0,0,0,2,2.26,5139000.0,22800.0,17893.45,5.32,-5.48,2020-11-29
PROP-01747,Sandton,House,286.5,4.0,3,2008.0,16.0,1,0,2,2.57,7463000.0,37900.0,26048.87,6.09,-4.71,2023-08-10
PROP-01489,Stellenbosch,Commercial,512.0,1.0,1,1994.0,30.0,0,0,2,4.0,6506000.0,32700.0,12707.03,6.03,-4.77,2019-11-06
PROP-00652,Rosebank,Commercial,500.0,2.0,2,1986.0,38.0,0,0,2,1.11,8813000.0,48800.0,17626.0,6.64,-4.16,2023-11-16
PROP-00183,Umhlanga,House,353.5,2.0,1,2003.0,21.0,1,1,3,3.12,5181000.0,28900.0,14656.29,6.69,-4.11,2020-03-25
PROP-00171,Waterfront,Apartment,75.9,3.0,2,2011.0,13.0,0,0,2,0.25,4344000.0,20000.0,57233.2,5.52,-5.28,2022-09-29
PROP-01573,Durban North,Apartment,143.8,3.0,2,2005.0,19.0,0,0,3,0.93,1628000.0,8100.0,11321.28,5.97,-4.83,2022-01-19
PROP-00592,Bloemfontein,House,219.2,2.0,1,2017.0,7.0,0,1,1,3.68,1856000.0,7000.0,8467.15,4.53,-6.27,2021-03-27
PROP-01897,Pretoria East,House,288.9,3.0,2,2021.0,3.0,1,1,2,4.24,2807000.0,17900.0,9716.16,7.65,-3.15,2022-09-27
PROP-01667,Khayelitsha,Apartment,122.6,1.0,1,2001.0,23.0,0,0,3,0.47,513000.0,2500.0,4184.34,5.85,-4.95,2021-12-06
PROP-00860,Cape Town CBD,House,289.7,5.0,3,1983.0,41.0,0,1,2,2.46,6375000.0,26900.0,22005.52,5.06,-5.74,2023-05-11
PROP-00273,Sandton,House,287.1,4.0,3,2017.0,7.0,0,0,1,0.35,6705000.0,37900.0,23354.23,6.78,-4.02,2019-09-22
PROP-01564,Khayelitsha,Townhouse,133.6,4.0,2,2005.0,19.0,1,0,2,2.04,557000.0,3100.0,4169.16,6.68,-4.12,2022-01-07
PROP-01246,Soweto,House,343.4,4.0,3,2009.0,15.0,0,0,2,1.04,1836000.0,9800.0,5346.53,6.41,-4.39,2019-09-05
PROP-01324,Waterfront,Townhouse,161.0,3.0,2,2009.0,15.0,0,0,2,2.79,8831000.0,33700.0,54850.93,4.58,-6.22,2020-09-19
PROP-00372,Port Elizabeth,Apartment,157.4,1.0,1,2022.0,2.0,0,0,2,4.89,906000.0,6100.0,5756.04,8.08,-2.72,2020-01-25
PROP-00223,Durban North,House,336.8,3.0,2,1987.0,37.0,0,1,2,2.05,3701000.0,16100.0,10988.72,5.22,-5.58,2020-03-27
PROP-00728,Rosebank,House,348.7,6.0,4,1995.0,29.0,0,0,1,3.66,6840000.0,29700.0,19615.72,5.21,-5.59,2023-06-10
PROP-01948,Bloemfontein,House,235.3,3.0,2,1989.0,35.0,1,0,3,2.73,1913000.0,8100.0,8130.05,5.08,-5.72,2023-10-13
PROP-00786,Port Elizabeth,Townhouse,170.5,3.0,2,2002.0,22.0,1,0,2,0.51,1480000.0,5800.0,8680.35,4.7,-6.1,2020-01-09
PROP-00519,Sandton,Apartment,94.8,1.0,1,1967.0,57.0,0,0,2,4.83,1852000.0,8900.0,19535.86,5.77,-5.03,2021-04-08
PROP-00335,Rosebank,Apartment,102.2,1.0,1,2017.0,7.0,0,0,3,1.13,1778000.0,11900.0,17397.26,8.03,-2.77,2019-12-23
PROP-00702,Umhlanga,Commercial,509.9,2.0,2,1998.0,26.0,1,0,2,2.48,9646000.0,36300.0,18917.43,4.52,-6.28,2022-09-29
PROP-01177,Waterfront,Apartment,69.2,1.0,1,2009.0,15.0,0,0,2,2.58,2928000.0,16900.0,42312.14,6.93,-3.87,2020-04-18
PROP-01593,Durban North,Apartment,102.1,1.0,1,2019.0,5.0,0,0,2,3.66,1102000.0,5900.0,10793.34,6.42,-4.38,2019-06-21
PROP-00906,Bloemfontein,House,228.3,4.0,2,2018.0,6.0,1,0,2,1.15,1677000.0,11000.0,7345.6,7.87,-2.93,2024-01-31
PROP-00016,Port Elizabeth,Apartment,98.8,1.0,1,1982.0,42.0,0,0,2,2.19,637000.0,3700.0,6447.37,6.97,-3.83,2021-04-09
PROP-01774,Bloemfontein,Apartment,146.8,1.0,1,2016.0,8.0,0,0,2,1.18,893000.0,5100.0,6083.11,6.85,-3.95,2022-04-12
PROP-00850,Umhlanga,Commercial,324.1,2.0,1,2019.0,5.0,1,0,3,4.42,6396000.0,30700.0,19734.65,5.76,-5.04,2023-05-26
PROP-01554,Khayelitsha,House,283.9,3.0,2,2009.0,15.0,1,1,3,2.11,1398000.0,6400.0,4924.27,5.49,-5.31,2020-04-13
PROP-01702,Rosebank,Apartment,157.2,1.0,1,2020.0,4.0,0,0,2,2.63,2343000.0,11200.0,14904.58,6.3,-4.5,2023-03-24
PROP-00611,Stellenbosch,Apartment,130.3,2.0,1,2009.0,15.0,0,0,3,2.57,1891000.0,8100.0,14512.66,5.14,-5.66,2023-01-08
PROP-01651,Rosebank,House,254.1,3.0,2,2013.0,11.0,1,0,1,1.14,4301000.0,24100.0,16926.41,6.72,-4.08,2020-08-31
PROP-00466,Fourways,House,358.8,3.0,2,1976.0,48.0,0,1,3,0.43,4400000.0,19100.0,12263.1,5.21,-5.59,2023-12-27
PROP-00778,Pretoria East,Townhouse,124.9,5.0,3,1967.0,57.0,1,0,3,2.97,1463000.0,4900.0,11713.37,4.02,-6.78,2020-07-29
PROP-00200,Port Elizabeth,House,177.3,5.0,3,2022.0,2.0,1,0,2,0.6,1560000.0,9600.0,8798.65,7.38,-3.42,2020-01-04
PROP-01217,Cape Town CBD,House,284.4,3.0,2,1987.0,37.0,1,1,2,4.67,7002000.0,32200.0,24620.25,5.52,-5.28,2023-08-01
PROP-01064,Stellenbosch,Apartment,74.5,2.0,1,2021.0,3.0,0,0,3,1.88,1304000.0,7800.0,17503.36,7.18,-3.62,2020-06-15
PROP-01781,Cape Town CBD,House,301.7,3.0,2,1993.0,31.0,1,0,2,2.41,5610000.0,35200.0,18594.63,7.53,-3.27,2022-05-20
PROP-01568,Soweto,Apartment,134.4,2.0,1,2021.0,3.0,0,0,2,0.59,796000.0,4200.0,5922.62,6.33,-4.47,2023-05-18
PROP-01983,Khayelitsha,Townhouse,184.3,3.0,2,2006.0,18.0,1,0,3,1.04,659000.0,4700.0,3575.69,8.56,-2.24,2019-11-20
PROP-00734,Fourways,Commercial,347.6,3.0,2,1973.0,51.0,1,0,3,0.5,3939000.0,21400.0,11331.99,6.52,-4.28,2023-10-14
PROP-01413,Umhlanga,Townhouse,201.5,3.0,2,2003.0,21.0,0,0,2,3.78,3050000.0,13500.0,15136.48,5.31,-5.49,2021-11-17
PROP-01426,Waterfront,House,214.9,5.0,3,2016.0,8.0,1,1,2,2.68,15479000.0,49100.0,72028.85,3.81,-6.99,2022-09-25
PROP-00675,Fourways,Apartment,72.9,2.0,2,2023.0,1.0,0,0,2,3.11,1084000.0,5500.0,14869.68,6.09,-4.71,2021-03-25
PROP-00937,Fourways,Apartment,78.0,1.0,1,2017.0,7.0,0,0,2,4.51,1219000.0,6200.0,15628.21,6.1,-4.7,2023-05-14
PROP-00044,Pretoria East,House,148.0,2.0,1,1982.0,42.0,1,0,2,0.3,1683000.0,8700.0,11371.62,6.2,-4.6,2021-09-20
PROP-00275,Khayelitsha,Duplex,234.2,3.0,2,1992.0,32.0,1,0,3,4.93,823000.0,4600.0,3514.09,6.71,-4.09,2022-03-31
PROP-01107,Pretoria East,House,306.1,3.0,2,2017.0,7.0,1,0,2,3.95,3405000.0,15800.0,11123.82,5.57,-5.23,2020-07-11
PROP-00102,Cape Town CBD,Apartment,90.7,3.0,2,2015.0,9.0,0,0,2,3.24,2073000.0,13800.0,22855.57,7.99,-2.81,2020-07-08
PROP-01614,Waterfront,House,246.3,3.0,2,2013.0,11.0,1,0,3,3.98,11849000.0,52900.0,48108.0,5.36,-5.44,2021-08-13
PROP-01342,Umhlanga,Commercial,399.6,2.0,1,1991.0,33.0,0,0,2,2.61,5394000.0,29500.0,13498.5,6.56,-4.24,2022-08-30
PROP-01266,Menlyn,Townhouse,142.2,3.0,2,2010.0,14.0,1,0,2,3.39,1736000.0,9000.0,12208.16,6.22,-4.58,2023-08-12
PROP-00108,Port Elizabeth,Apartment,101.2,3.0,2,1998.0,26.0,0,0,2,2.32,725000.0,3700.0,7164.03,6.12,-4.68,2020-09-13
PROP-00694,Fourways,Townhouse,127.7,3.0,2,1999.0,25.0,1,0,3,0.38,2170000.0,11050.0,16992.95,5.47,-5.33,2022-06-30
PROP-00498,Waterfront,House,220.3,2.0,1,1998.0,26.0,0,1,2,4.17,9552000.0,44300.0,43359.06,5.57,-5.23,2020-07-24
PROP-01073,Menlyn,House,297.1,3.0,2,2003.0,21.0,1,0,3,3.69,3913000.0,19200.0,13170.65,5.89,-4.91,2019-12-13
PROP-01834,Fourways,House,312.9,4.0,2,1981.0,43.0,1,0,1,4.6,3891000.0,16400.0,12435.28,5.06,-5.74,2021-08-30
PROP-01336,Rosebank,Apartment,93.5,3.0,2,1973.0,51.0,0,0,2,1.23,1634000.0,8200.0,17475.94,6.02,-4.78,2020-12-20
PROP-01882,Soweto,Townhouse,180.7,3.0,2,2021.0,3.0,1,0,3,4.75,1149000.0,5700.0,6358.61,5.95,-4.85,2020-01-06
PROP-01117,Midrand,Townhouse,157.5,5.0,3,2004.0,20.0,1,0,2,0.12,1980000.0,8100.0,12571.43,4.91,-5.89,2020-12-27
PROP-01461,Bloemfontein,Duplex,164.1,4.0,3,2020.0,4.0,1,1,2,3.39,1361000.0,7700.0,8293.72,6.79,-4.01,2023-07-28
PROP-00621,Fourways,Townhouse,162.2,5.0,4,2004.0,20.0,1,0,2,4.16,2167000.0,12700.0,13360.05,7.03,-3.77,2023-05-13
PROP-01772,Port Elizabeth,Commercial,166.2,1.0,1,1987.0,37.0,0,0,2,2.46,1332000.0,6200.0,8014.44,5.59,-5.21,2019-10-01
PROP-00073,Cape Town CBD,House,159.6,4.0,3,2016.0,8.0,0,1,2,3.55,4190000.0,22800.0,26253.13,6.53,-4.27,2019-10-26
PROP-01512,Menlyn,Townhouse,188.3,3.0,2,2002.0,22.0,0,0,2,2.99,2089000.0,9900.0,11094.0,5.69,-5.11,2021-06-08
PROP-01236,Port Elizabeth,Apartment,146.3,3.0,2,2017.0,7.0,0,0,3,0.58,1147000.0,5100.0,7840.05,5.34,-5.46,2021-11-19
PROP-01178,Durban North,House,146.4,2.0,1,2014.0,10.0,0,1,2,2.87,1836000.0,12600.0,12540.98,8.24,-2.56,2022-03-28
PROP-00905,Waterfront,House,389.4,5.0,4,2019.0,5.0,1,0,2,2.46,18950000.0,81500.0,48664.61,5.16,-5.64,2021-09-09
PROP-00482,Durban North,Apartment,132.3,1.0,1,1985.0,39.0,0,0,2,1.82,1225000.0,5900.0,9259.26,5.78,-5.02,2023-01-13
PROP-01515,Port Elizabeth,Apartment,114.6,0.0,1,2018.0,6.0,0,0,3,0.59,681000.0,4500.0,5942.41,7.93,-2.87,2024-04-15
PROP-00507,Soweto,House,253.7,4.0,2,1990.0,34.0,1,0,2,2.39,1597000.0,7500.0,6294.84,5.64,-5.16,2023-04-24
PROP-01112,Pretoria East,House,276.1,5.0,3,2017.0,7.0,1,0,2,0.65,3345000.0,14200.0,12115.18,5.09,-5.71,2020-09-18
PROP-01643,Waterfront,House,411.0,4.0,2,1985.0,39.0,1,0,2,0.65,18707000.0,72200.0,45515.82,4.63,-6.17,2023-01-22
PROP-01725,Menlyn,Duplex,140.0,4.0,3,1974.0,50.0,0,0,2,2.73,1953000.0,8200.0,13950.0,5.04,-5.76,2020-08-28
PROP-01197,Durban North,House,256.2,3.0,2,1996.0,28.0,1,1,2,2.54,2736000.0,16500.0,10679.16,7.24,-3.56,2020-01-12
PROP-01252,Cape Town CBD,Apartment,110.3,1.0,1,1978.0,46.0,0,0,1,1.4,2106000.0,12700.0,19093.38,7.24,-3.56,2021-08-14
PROP-01840,Waterfront,Commercial,152.6,1.0,1,1973.0,51.0,1,0,1,3.0,7258000.0,33600.0,47562.25,5.56,-5.24,2021-05-09
PROP-00312,Khayelitsha,Townhouse,171.7,5.0,4,1983.0,41.0,1,0,1,0.43,579000.0,3800.0,3372.16,7.88,-2.92,2023-08-30
PROP-00837,Stellenbosch,Apartment,98.3,3.0,2,2017.0,7.0,0,0,1,2.48,1574000.0,9500.0,16012.21,7.24,-3.56,2023-01-03
PROP-00406,Bloemfontein,Apartment,119.9,4.0,2,1978.0,46.0,0,0,2,4.76,618000.0,3900.0,5154.3,7.57,-3.23,2020-06-25
PROP-00705,Menlyn,Townhouse,157.4,4.0,2,2005.0,19.0,1,0,2,4.45,1830000.0,11500.0,11626.43,7.54,-3.26,2023-06-05
PROP-01742,Sandton,Townhouse,147.8,4.0,3,1988.0,36.0,1,0,2,3.49,2404000.0,20400.0,16265.22,10.18,-0.62,2022-07-11
PROP-00310,Umhlanga,Apartment,78.2,3.0,2,2002.0,22.0,0,0,1,0.45,1265000.0,7000.0,16176.47,6.64,-4.16,2022-06-11
PROP-00227,Bloemfontein,Apartment,91.7,2.0,1,1985.0,39.0,0,0,2,1.59,561000.0,3000.0,6117.78,6.42,-4.38,2021-12-06
PROP-01832,Rosebank,House,305.8,3.0,2,2004.0,20.0,0,0,2,1.62,6187000.0,30100.0,20232.18,5.84,-4.96,2022-08-16
PROP-01835,Pretoria East,Apartment,141.8,1.0,1,1995.0,29.0,0,0,1,2.81,1146000.0,7000.0,8081.81,7.33,-3.47,2024-05-05
PROP-01543,Durban North,House,306.8,4.0,2,2005.0,19.0,1,1,2,4.93,3937000.0,21400.0,12832.46,6.52,-4.28,2021-08-25
PROP-00835,Pretoria East,Apartment,128.9,1.0,1,1990.0,34.0,0,0,3,4.35,1051000.0,5800.0,8153.61,6.62,-4.18,2021-03-04
PROP-01605,Durban North,Apartment,94.8,1.0,1,1994.0,30.0,0,0,2,0.66,1173000.0,5100.0,12373.42,5.22,-5.58,2023-01-06
PROP-00149,Sandton,Duplex,159.7,4.0,2,2013.0,11.0,1,0,3,4.27,2540000.0,21100.0,15904.82,9.97,-0.83,2022-01-13
PROP-00631,Fourways,House,257.8,3.0,2,2000.0,24.0,1,0,3,3.62,3538000.0,17100.0,13723.82,5.8,-5.0,2020-06-25
PROP-00721,Bloemfontein,House,234.7,4.0,3,2013.0,11.0,1,0,2,3.08,1865000.0,8800.0,7946.31,5.66,-5.14,2023-08-26
PROP-01958,Stellenbosch,Apartment,121.9,2.0,1,2017.0,7.0,0,0,3,2.64,1950000.0,11100.0,15996.72,6.83,-3.97,2019-08-12
PROP-01396,Menlyn,Apartment,109.2,2.0,1,2006.0,18.0,0,0,3,1.44,1259000.0,6400.0,11529.3,6.1,-4.7,2020-08-27
PROP-00846,Midrand,House,259.4,4.0,3,1986.0,38.0,0,0,1,4.17,2085000.0,14900.0,8037.78,8.58,-2.22,2022-12-21
PROP-00576,Cape Town CBD,House,274.8,4.0,2,2012.0,12.0,1,0,2,0.37,7472000.0,32500.0,27190.68,5.22,-5.58,2022-05-10
PROP-00558,Durban North,Apartment,143.0,2.0,1,1989.0,35.0,0,0,3,4.82,1358000.0,6800.0,9496.5,6.01,-4.79,2020-07-18
PROP-01473,Pretoria East,Apartment,75.8,3.0,2,2017.0,7.0,0,0,3,1.53,1021000.0,5800.0,13469.66,6.82,-3.98,2021-07-08
PROP-01166,Menlyn,House,396.7,4.0,3,1983.0,41.0,1,1,1,1.23,4062000.0,23000.0,10239.48,6.79,-4.01,2024-01-04
PROP-01359,Soweto,House,298.9,5.0,3,2016.0,8.0,0,0,3,4.17,1834000.0,8300.0,6135.83,5.43,-5.37,2022-07-28
PROP-01704,Waterfront,Apartment,100.2,2.0,1,2022.0,2.0,0,0,2,2.06,4973000.0,23400.0,49630.74,5.65,-5.15,2019-07-20
PROP-00629,Umhlanga,Apartment,67.3,1.0,1,1989.0,35.0,0,0,3,1.18,1107000.0,6600.0,16448.74,7.15,-3.65,2020-07-12
PROP-00969,Cape Town CBD,Duplex,189.3,3.0,2,1986.0,38.0,1,1,3,0.88,3195000.0,20300.0,16877.97,7.62,-3.18,2022-12-05
PROP-00287,Durban North,House,202.9,3.0,2,2013.0,11.0,0,1,3,3.46,2851000.0,15600.0,14051.26,6.57,-4.23,2019-11-19
PROP-01619,Cape Town CBD,Commercial,249.3,4.0,3,2005.0,19.0,0,0,2,3.88,6178000.0,36700.0,24781.39,7.13,-3.67,2021-06-03
PROP-00746,Stellenbosch,House,351.3,4.0,3,1992.0,32.0,1,0,2,4.21,5396000.0,25100.0,15360.09,5.58,-5.22,2019-12-05
PROP-00599,Fourways,House,205.2,3.0,2,1993.0,31.0,1,0,2,3.04,2221000.0,14700.0,10823.59,7.94,-2.86,2022-12-17
PROP-00943,Sandton,Commercial,245.0,3.0,2,2022.0,2.0,0,0,3,1.38,8271000.0,38200.0,33759.18,5.54,-5.26,2023-01-09
PROP-00808,Fourways,Duplex,217.6,4.0,3,1990.0,34.0,1,0,3,0.2,3624000.0,13900.0,16654.41,4.6,-6.2,2021-04-25
PROP-01652,Cape Town CBD,House,353.8,6.0,3,2019.0,5.0,0,1,2,0.42,8572000.0,46500.0,24228.38,6.51,-4.29,2020-05-11
PROP-01602,Rosebank,Apartment,107.3,1.0,1,1988.0,36.0,0,0,2,3.64,1734000.0,9200.0,16160.3,6.37,-4.43,2020-10-19
PROP-01714,Sandton,Commercial,231.6,2.0,1,1995.0,29.0,1,0,2,3.4,5483000.0,28000.0,23674.44,6.13,-4.67,2021-10-02
PROP-01241,Stellenbosch,House,337.1,6.0,4,2003.0,21.0,1,0,2,1.99,7034000.0,23300.0,20866.21,3.97,-6.83,2021-12-05
PROP-01609,Umhlanga,Townhouse,163.9,3.0,2,2008.0,16.0,1,0,3,1.78,3212000.0,15200.0,19597.32,5.68,-5.12,2023-08-01
PROP-00915,Soweto,House,134.1,3.0,2,1997.0,27.0,1,1,2,1.23,790000.0,5500.0,5891.13,8.35,-2.45,2022-03-15
PROP-00890,Rosebank,House,297.2,4.0,2,2015.0,9.0,1,0,3,1.58,7657000.0,31700.0,25763.8,4.97,-5.83,2023-02-07
PROP-01784,Umhlanga,Townhouse,195.3,2.0,1,1980.0,44.0,1,0,3,3.57,2842000.0,12300.0,14551.97,5.19,-5.61,2021-02-12
PROP-01404,Menlyn,Apartment,154.5,1.0,1,2010.0,14.0,0,0,1,4.24,1190000.0,7100.0,7702.27,7.16,-3.64,2023-05-23
PROP-00610,Rosebank,Apartment,135.4,1.0,1,2016.0,8.0,0,0,2,4.83,1833000.0,12400.0,13537.67,8.12,-2.68,2023-08-25
PROP-01053,Cape Town CBD,Apartment,106.2,0.0,1,2012.0,12.0,0,0,3,0.97,2186000.0,10900.0,20583.8,5.98,-4.82,2023-01-31
PROP-01469,Menlyn,Apartment,95.0,2.0,1,1984.0,40.0,0,0,2,4.98,742000.0,4600.0,7810.53,7.44,-3.36,2020-03-09
PROP-01780,Pretoria East,Apartment,124.2,4.0,3,2009.0,15.0,0,0,2,4.23,1140000.0,5800.0,9178.74,6.11,-4.69,2022-11-26
PROP-01790,Soweto,House,355.0,3.0,2,1996.0,28.0,1,1,1,4.38,1885000.0,8300.0,5309.86,5.28,-5.52,2020-05-08
PROP-00494,Soweto,Townhouse,196.7,3.0,2,1988.0,36.0,1,0,2,4.65,926000.0,4600.0,4707.68,5.96,-4.84,2019-11-12
PROP-01332,Stellenbosch,Commercial,106.9,1.0,1,2023.0,1.0,0,0,2,4.49,2138000.0,14700.0,20000.0,8.25,-2.55,2024-03-17
PROP-00278,Durban North,Townhouse,178.7,3.0,2,2001.0,23.0,1,0,2,2.71,2249000.0,9600.0,12585.34,5.12,-5.68,2021-01-14
PROP-01866,Rosebank,House,159.6,3.0,2,2002.0,22.0,1,1,1,2.39,3212000.0,21300.0,20125.31,7.96,-2.84,2021-06-19
PROP-00359,Cape Town CBD,Duplex,116.6,3.0,2,2016.0,8.0,1,0,2,0.69,3486000.0,14900.0,29897.08,5.13,-5.67,2024-02-19
PROP-01121,Durban North,Townhouse,149.1,3.0,2,1994.0,30.0,1,0,2,3.3,1511000.0,8700.0,10134.14,6.91,-3.89,2023-06-12
PROP-00237,Sandton,Townhouse,116.8,3.0,2,2014.0,10.0,1,0,3,0.45,3067000.0,19500.0,26258.56,7.63,-3.17,2022-01-17
PROP-00552,Sandton,House,291.8,4.0,3,2019.0,5.0,1,0,3,2.87,7143000.0,38700.0,24479.1,6.5,-4.3,2023-08-14
PROP-01916,Pretoria East,House,195.0,4.0,2,1991.0,33.0,0,0,3,0.93,1333000.0,10700.0,6835.9,9.63,-1.17,2023-02-13
PROP-00908,Durban North,Apartment,83.1,2.0,2,2023.0,1.0,0,0,3,0.92,962000.0,4800.0,11576.41,5.99,-4.81,2022-12-22
PROP-00209,Durban North,Apartment,112.3,2.0,1,2023.0,1.0,0,0,3,3.51,1125000.0,6000.0,10017.81,6.4,-4.4,2020-10-11
PROP-01628,Durban North,Apartment,151.4,3.0,2,1994.0,30.0,0,0,2,4.8,1578000.0,7500.0,10422.72,5.7,-5.1,2021-08-07
PROP-01575,Umhlanga,Townhouse,140.0,4.0,3,1977.0,47.0,1,0,2,3.49,2593000.0,10900.0,18521.43,5.04,-5.76,2022-07-24
PROP-00059,Cape Town CBD,Townhouse,209.4,2.0,1,2000.0,24.0,1,0,2,4.08,3492000.0,22800.0,16676.22,7.84,-2.96,2020-09-12
PROP-00632,Soweto,Duplex,190.95,3.0,2,2003.0,21.0,1,1,1,2.59,1029000.0,5500.0,5388.85,6.41,-4.39,2021-01-15
PROP-01831,Rosebank,Apartment,97.0,1.0,1,1996.0,28.0,0,0,2,3.65,1719000.0,10000.0,17721.65,6.98,-3.82,2024-02-17
PROP-01879,Sandton,House,192.9,3.0,2,1981.0,43.0,1,0,2,1.1,4735000.0,19100.0,24546.4,4.84,-5.96,2022-10-23
PROP-01592,Midrand,Duplex,235.3,4.0,2,2008.0,16.0,0,0,2,4.27,1969000.0,13200.0,8368.04,8.04,-2.76,2020-09-12
